X,Y,Z
0.250187,0.241673,2.50375
0.458119,0.234828,2.47961
0.552074,0.234345,2.46003
-0.232246,-0.140818,2.40977
-0.233502,-0.58259,2.46525
-0.242287,-0.93055,2.54809
-0.229915,-0.964714,2.47651
-0.0620855,-0.135445,2.44543
-0.0400891,-0.578753,2.46159
-0.0221647,-0.933237,2.55472
-0.00975642,-0.967433,2.48315
-0.151633,-0.0491303,2.43883
-0.161799,0.00590933,2.48727
-0.171414,0.317788,2.47322
-0.172585,0.521682,2.43026
-0.373682,0.23911,2.45473
-0.598117,0.237506,2.36406
-0.797978,0.224884,2.29506
-0.88393,0.219669,2.25197
0.0160201,0.259177,2.51804
0.2502,0.241497,2.50375
0.45813,0.234609,2.47963
0.552127,0.234132,2.46014
-0.232264,-0.140815,2.40973
-0.233522,-0.582592,2.46524
-0.242288,-0.930553,2.54808
-0.229904,-0.964715,2.4765
-0.0621035,-0.135453,2.44543
-0.0401106,-0.578733,2.46158
-0.0221583,-0.933103,2.55466
-0.00973173,-0.967294,2.48309
-0.151645,-0.0491351,2.43882
-0.161816,0.00590707,2.48727
-0.171381,0.317832,2.47321
-0.172574,0.521684,2.43022
-0.373671,0.239183,2.45463
-0.598841,0.237803,2.36341
-0.798693,0.224934,2.29465
-0.885522,0.21959,2.25159
0.016005,0.259134,2.51802
0.250222,0.241318,2.50375
0.458152,0.234409,2.47966
0.552189,0.233926,2.46026
-0.232281,-0.140812,2.40969
-0.233544,-0.582595,2.46522
-0.242267,-0.930603,2.54802
-0.229866,-0.964765,2.47644
-0.0621207,-0.135461,2.44543
-0.0401214,-0.578724,2.46157
-0.0221407,-0.932996,2.55459
-0.00969721,-0.967182,2.48302
-0.151655,-0.0491396,2.43881
-0.161832,0.00590529,2.48727
-0.171344,0.317875,2.4732
-0.172555,0.521699,2.43018
-0.373652,0.239248,2.45452
-0.599858,0.238222,2.36256
-0.799698,0.224895,2.29415
-0.887066,0.219439,2.2512
0.0159913,0.259093,2.51801
0.250288,0.241114,2.50374
0.458214,0.234215,2.4797
0.552297,0.233721,2.46038
-0.232296,-0.140809,2.40964
-0.233565,-0.582598,2.46521
-0.242251,-0.930632,2.54795
-0.229832,-0.964794,2.47637
-0.062137,-0.135469,2.44544
-0.0401305,-0.578717,2.46157
-0.0221308,-0.932893,2.55453
-0.00967006,-0.967076,2.48297
-0.151664,-0.0491434,2.43881
-0.161846,0.00590452,2.48726
-0.17129,0.317923,2.47317
-0.172537,0.521718,2.43015
-0.373632,0.239308,2.45442
-0.600918,0.2387,2.36172
-0.800747,0.224796,2.29367
-0.888362,0.21927,2.25081
0.0159786,0.259054,2.51799
0.250321,0.240926,2.50374
0.458236,0.234126,2.47972
0.552412,0.233607,2.46068
-0.23231,-0.140804,2.4096
-0.233586,-0.5826,2.46519
-0.242233,-0.930703,2.54787
-0.229795,-0.964865,2.4763
-0.0621524,-0.135476,2.44544
-0.0401375,-0.578713,2.46156
-0.0221248,-0.932727,2.55453
-0.00964333,-0.966905,2.48297
-0.151672,-0.0491466,2.4388
-0.161858,0.0059043,2.48725
-0.171229,0.317968,2.47315
-0.172509,0.521751,2.43012
-0.373613,0.239369,2.45432
-0.602294,0.239242,2.36074
-0.802134,0.224624,2.29309
-0.889771,0.219046,2.25035
0.0159666,0.259015,2.51798
0.250349,0.240753,2.50373
0.458256,0.234047,2.47974
0.552503,0.233473,2.46092
-0.232324,-0.140799,2.40955
-0.233605,-0.582602,2.46517
-0.242223,-0.930764,2.54781
-0.229768,-0.964926,2.47624
-0.0621656,-0.135482,2.44544
-0.0401497,-0.578709,2.46155
-0.022102,-0.932429,2.55462
-0.00959391,-0.9666,2.48307
-0.15168,-0.0491501,2.43879
-0.161869,0.00590417,2.48725
-0.171155,0.318019,2.47311
-0.172479,0.521787,2.4301
-0.373588,0.23943,2.45421
-0.60362,0.239754,2.35983
-0.803501,0.22445,2.2926
-0.891012,0.21882,2.24993
0.0159556,0.258978,2.51797
0.250416,0.240602,2.50372
0.458307,0.233981,2.47976
0.552641,0.233343,2.46113
-0.232335,-0.140794,2.4095
-0.233626,-0.582603,2.46515
-0.242215,-0.930819,2.54776
-0.229744,-0.964981,2.4762
-0.062178,-0.135488,2.44544
-0.0401637,-0.578702,2.46154
-0.0220927,-0.932305,2.55464
-0.0095667,-0.96647,2.4831
-0.151686,-0.0491534,2.43878
-0.161878,0.00590373,2.48724
-0.171059,0.318067,2.47309
-0.172448,0.521823,2.43008
-0.373562,0.23949,2.45411
-0.604778,0.240191,2.35907
-0.804715,0.224291,2.29217
-0.892048,0.218648,2.24955
0.0159457,0.258943,2.51796
0.250475,0.240459,2.50371
0.458353,0.233916,2.47979
0.55275,0.233161,2.46128
-0.232347,-0.14079,2.40945
-0.23365,-0.582605,2.46513
-0.242215,-0.930863,2.54772
-0.22973,-0.965024,2.47616
-0.0621897,-0.135493,2.44544
-0.0401763,-0.578701,2.46153
-0.0221033,-0.932224,2.55471
-0.00955988,-0.966388,2.48317
-0.151694,-0.0491567,2.43877
-0.161889,0.00590354,2.48723
-0.170975,0.318113,2.47307
-0.172419,0.521862,2.43006
-0.373541,0.239564,2454
-0.605762,0.240558,2.35845
-0.805758,0.224099,2.2918
-0.892912,0.218482,2.24923
0.0159354,0.258901,2.51794
0.250539,0.240312,2.5037
0.458403,0.233857,2.47981
0.552849,0.232992,2.46138
-0.232359,-0.140785,2.4094
-0.233674,-0.582605,2.4651
-0.242217,-0.930904,2.54768
-0.229718,-0.965064,2.47613
-0.0622012,-0.135498,2.44544
-0.0401934,-0.5787,2.46151
-0.0221097,-0.932179,2.55475
-0.00955287,-0.96634,2.48321
-0.151701,-0.0491599,2.43876
-0.161899,0.00590348,2.48722
-0.170899,0.318156,2.47304
-0.172391,0.521896,2.43004
-0.373522,0.239636,2.45389
-0.606606,0.240886,2.3579
-0.806651,0.223943,2.29147
-0.893642,0.218336,2.24895
0.0159259,0.258859,2.51792
0.250609,0.240168,2.50369
0.458459,0.233804,2.47984
0.552942,0.232838,2.46145
-0.232371,-0.140779,2.40934
-0.233697,-0.5826,2.46507
-0.242223,-0.930942,2.54765
-0.229711,-0.965099,2.4761
-0.062212,-0.135503,2.44544
-0.0402102,-0.5787,2.4615
-0.022132,-0.932214,2.55482
-0.00955743,-0.966373,2.48329
-0.15171,-0.0491638,2.43874
-0.161912,0.00590364,2.4872
-0.170834,0.318195,2473
-0.172364,0.521934,2.43001
-0.373504,0.239711,2.45377
-0.606995,0.241029,2.35765
-0.807076,0.223895,2.29127
-0.894005,0.218281,2.24879
0.0159164,0.258818,2.51791
0.250668,0.240041,2.50369
0.458509,0.233753,2.47987
0.55302,0.232696,2.46152
-0.232383,-0.140773,2.40929
-0.233716,-0.582596,2.46504
-0.242228,-0.930974,2.54761
-0.229704,-0.96513,2.47607
-0.0622232,-0.135508,2.44544
-0.0402251,-0.5787,2.46148
-0.0221513,-0.932255,2.55488
-0.0095597,-0.966413,2.48336
-0.15172,-0.049168,2.43873
-0.161928,0.0059052,2.48718
-0.170769,0.318237,2.47294
-0.172339,0.521976,2.42999
-0.373482,0.239789,2.45365
-0.607237,0.241084,2.35751
-0.807305,0.223916,2.29104
-0.894204,0.218295,2.24864
0.0159077,0.258779,2.51789
0.250727,0.23992,2.50368
0.458562,0.233706,2.47991
0.553093,0.232566,2.46157
-0.232396,-0.140767,2.40924
-0.233729,-0.582592,2465
-0.242238,-0.931012,2.54758
-0.2297,-0.965166,2.47604
-0.062236,-0.135514,2.44543
-0.0402393,-0.578701,2.46146
-0.0221703,-0.932305,2.55494
-0.00956172,-0.966465,2.48342
-0.15173,-0.0491715,2.43871
-0.161944,0.00590783,2.48716
-0.170707,0.318275,2.47286
-0.172321,0.522032,2.42993
-0.373464,0.239866,2.45353
-0.607426,0.241155,2.35742
-0.807467,0.223934,2.29084
-0.894346,0.218301,2.24852
0.0158995,0.258744,2.51787
0.251284,0.239904,2.50353
0.459146,0.233545,2.47998
0.553689,0.232243,2.46163
-0.232408,-0.140761,2.40918
-0.23374,-0.58259,2.46497
-0.24224,-0.931062,2.54755
-0.229687,-0.965217,2.47602
-0.0622485,-0.135519,2.44543
-0.0402526,-0.5787,2.46145
-0.022185,-0.932352,2555
-0.00956053,-0.966513,2.48348
-0.151742,-0.0491783,2.43868
-0.161963,0.00590882,2.48713
-0.170649,0.318311,2.47277
-0.172304,0.522087,2.42987
-0.373442,0.239937,2.4534
-0.607351,0.241113,2.35758
-0.807325,0.224061,2.2906
-0.894175,0.218416,2.24836
0.0158967,0.258696,2.51785
0.25186,0.239913,2.50338
0.459746,0.2334,2.48005
0.554297,0.231935,2.4617
-0.232421,-0.140757,2.40913
-0.233748,-0.58259,2.46495
-0.242247,-0.931111,2.54753
-0.229679,-0.965267,2476
-0.0622636,-0.135529,2.44542
-0.0402658,-0.5787,2.46143
-0.0221931,-0.932364,2.55503
-0.00955673,-0.966526,2.48352
-0.151754,-0.0491859,2.43865
-0.161985,0.00591021,2.48709
-0.170595,0.318347,2.47265
-0.172289,0.522139,2.42981
-0.373415,0.240009,2.45327
-0.607177,0.241015,2.35781
-0.807121,0.224218,2.29043
-0.893902,0.218566,2.24824
0.0158949,0.258649,2.51783
0.252307,0.239906,2.50325
0.460219,0.233273,2.48012
0.55477,0.231679,2.46175
-0.232433,-0.140753,2.40908
-0.233754,-0.582591,2.46492
-0.242254,-0.931165,2.54752
-0.229671,-0.965323,2.47599
-0.0622801,-0.135539,2.44541
-0.0402752,-0.578701,2.46142
-0.0221984,-0.932375,2.55507
-0.0095498,-0.966539,2.48356
-0.151767,-0.049193,2.43863
-0.162007,0.00591255,2.48704
-0.170542,0.318379,2.47254
-0.172275,0.52219,2.42975
-0.37339,0.24008,2.45315
-0.607134,0.241005,2.35789
-0.807042,0.224301,2.29029
-0.893787,0.218644,2.24814
0.0158943,0.258603,2.51782
0.2527,0.239905,2.50314
0.460647,0.233132,2.48022
0.55518,0.231449,2.46181
-0.232445,-0.14075,2.40904
-0.233757,-0.5826,2.4649
-0.242261,-0.931226,2.54751
-0.22966,-0.965387,2.47599
-0.0622959,-0.135549,2.4454
-0.0402846,-0.578703,2.46141
-0.0222013,-0.932391,2.5551
-0.00953987,-0.966556,2.48361
-0.151779,-0.0491994,2.4386
-0.162028,0.0059161,2.48699
-0.170492,0.318411,2.47243
-0.172248,0.522239,2.42966
-0.373365,0.240153,2.45302
-0.607128,0.241011,2.35793
-0.80701,0.224354,2.29018
-0.893729,0.21869,2.24806
0.0158947,0.258559,2.5178
0.253006,0.239881,2.50307
0.460992,0.233006,2.48031
0.555488,0.231301,2.46186
-0.232457,-0.140746,2.40899
-0.233757,-0.582621,2.46489
-0.242275,-0.931299,2.54751
-0.229658,-0.965461,2476
-0.062311,-0.135558,2.44539
-0.0402948,-0.578703,2.4614
-0.0222005,-0.932404,2.55513
-0.00952644,-0.966572,2.48365
-0.15179,-0.0492055,2.43857
-0.162048,0.00591976,2.48694
-0.170445,0.318442,2.47233
-0.172217,0.522277,2.42957
-0.37334,0.24022,2.45291
-0.60713,0.241017,2.35795
-0.806994,0.22439,2.29008
-0.893697,0.218723,2.24799
0.0158947,0.258516,2.51778
0.253263,0.239833,2.50301
0.461337,0.232649,2.48035
0.555732,0.231155,2.46177
-0.232469,-0.140741,2.40894
-0.233757,-0.582641,2.46487
-0.242291,-0.931356,2.54751
-0.229657,-0.965519,2476
-0.0623254,-0.135567,2.44538
-0.0403003,-0.578704,2.46139
-0.0221972,-0.932395,2.55517
-0.00950985,-0.966562,2.48369
-0.151802,-0.0492119,2.43854
-0.16207,0.00592534,2.48688
-0.170407,0.318482,2.47221
-0.172184,0.522312,2.42948
-0.373315,0.240284,2.45279
-0.607182,0.241061,2.35795
-0.807038,0.224339,2.28995
-0.893715,0.218717,2.24793
0.015895,0.258474,2.51776
0.25381,0.239756,2.50291
0.461967,0.232217,2.48039
0.556215,0.230992,2.46157
-0.232479,-0.140737,2.40888
-0.233755,-0.582662,2.46486
-0.242261,-0.931565,2.54753
-0.229598,-0.965738,2.47603
-0.0623396,-0.135576,2.44537
-0.0403043,-0.578706,2.46139
-0.0221913,-0.932393,2.55523
-0.00948866,-0.966561,2.48376
-0.151813,-0.049218,2.43851
-0.162093,0.0059318,2.48682
-0.170373,0.318521,2.47209
-0.172144,0.522338,2.42939
-0.373287,0.240351,2.45267
-0.607063,0.240963,2.35805
-0.806866,0.224357,2.28977
-0.893578,0.218772,2.24786
0.0158952,0.258437,2.51774
0.254341,0.239692,2.50282
0.462523,0.231941,2.48035
0.556713,0.230813,2.46139
-0.232489,-0.140732,2.40883
-0.233751,-0.582689,2.46484
-0.242228,-0.931753,2.54755
-0.229535,-0.965937,2.47606
-0.0623538,-0.135585,2.44536
-0.0403064,-0.578722,2.46138
-0.0221844,-0.932389,2.55528
-0.00946588,-0.966558,2.48382
-0.151824,-0.0492235,2.43847
-0.162114,0.00593851,2.48675
-0.170338,0.318554,2.47199
-0.172102,0.522361,2.4293
-0.373259,0.240415,2.45256
-0.606854,0.240798,2.35819
-0.806604,0.224406,2.28958
-0.893356,0.218853,2.24777
0.0158958,0.258401,2.51772
0.254713,0.239617,2.50274
0.462904,0.231743,2.48032
0.557085,0.230573,2.46114
-0.232499,-0.140726,2.40877
-0.233747,-0.582715,2.46483
-0.242184,-0.931976,2.54757
-0.22946,-0.966169,2.47609
-0.0623676,-0.135593,2.44535
-0.040311,-0.578737,2.46138
-0.0221798,-0.93238,2.55532
-0.009448,-0.966548,2.48387
-0.151835,-0.0492302,2.43844
-0.162135,0.00594459,2.48668
-0.170305,0.318589,2.47189
-0.172055,0.522389,2.42918
-0.373221,0.240464,2.45243
-0.606868,0.240742,2.35821
-0.806614,0.22437,2.28947
-0.893348,0.218868,2.24769
0.0158989,0.258361,2.5177
0.254982,0.239532,2.50265
0.463167,0.23161,2.48027
0.557347,0.230398,2.46095
-0.232508,-0.140722,2.40872
-0.233741,-0.582742,2.46482
-0.242154,-0.932145,2.54759
-0.229402,-0.966346,2.47612
-0.0623815,-0.135602,2.44534
-0.0403145,-0.578749,2.46138
-0.0221783,-0.932364,2.55535
-0.00943345,-0.966531,2.4839
-0.151846,-0.0492368,2.43841
-0.162156,0.00595043,2.48662
-0.170276,0.318621,2.4718
-0.17201,0.522414,2.42906
-0.373185,0.240509,2.4523
-0.606961,0.240708,2.3582
-0.806718,0.224265,2.28931
-0.893417,0.218842,2.24756
0.0159031,0.258323,2.51767
0.25524,0.239456,2.50255
0.463411,0.2315,2.48022
0.557586,0.230267,2.46083
-0.232516,-0.140719,2.40866
-0.233736,-0.582768,2.4648
-0.242148,-0.932302,2.5476
-0.229371,-0.966506,2.47613
-0.0623953,-0.135612,2.44533
-0.0403159,-0.578755,2.46138
-0.0221752,-0.93235,2.55537
-0.00941864,-0.966515,2.48393
-0.151858,-0.049245,2.43838
-0.162178,0.00595518,2.48655
-0.170254,0.318654,2.47172
-0.171967,0.522437,2.42895
-0.37315,0.24055,2.45217
-0.60708,0.240697,2.35817
-0.806863,0.224147,2.28924
-0.893494,0.218809,2.24746
0.015907,0.258285,2.51765
0.255429,0.2394,2.50248
0.463593,0.231423,2.48016
0.557767,0.230162,2.46072
-0.232525,-0.140717,2.4086
-0.23373,-0.582795,2.46479
-0.24215,-0.932418,2.5476
-0.229352,-0.966623,2.47614
-0.0624107,-0.135623,2.44532
-0.040315,-0.578761,2.46138
-0.0221722,-0.932343,2.55538
-0.00940504,-0.966507,2.48395
-0.151869,-0.0492531,2.43834
-0.162199,0.00595955,2.48648
-0.170229,0.318682,2.47165
-0.171925,0.522461,2.42881
-0.373118,0.240586,2.45204
-0.607016,0.240566,2.35827
-0.806794,0.224096,2.28915
-0.868575,0.221014,2.25228
0.015911,0.258248,2.51763
0.255652,0.239397,2.50236
0.463799,0.231355,2.48007
0.557975,0.230047,2.46061
-0.232534,-0.140716,2.40855
-0.233724,-0.582817,2.46478
-0.242153,-0.932486,2.54759
-0.22934,-0.96669,2.47614
-0.0624261,-0.135635,2.44531
-0.0403151,-0.578766,2.46138
-0.0221639,-0.932336,2.55538
-0.00938378,-0.9665,2.48395
-0.151882,-0.049261,2.43831
-0.162221,0.00596408,2.48641
-0.170209,0.318709,2.47158
-0.171889,0.522481,2.42866
-0.373093,0.24062,2.45192
-0.606863,0.240364,2.35842
-0.806643,0.224054,2.28906
-0.868387,0.221105,2.25195
0.0159101,0.258218,2.51761
0.255802,0.239384,2.50229
0.463956,0.231305,2.47994
0.558125,0.229959,2.46051
-0.232544,-0.140713,2.40849
-0.23372,-0.582834,2.46476
-0.242161,-0.932534,2.54759
-0.229334,-0.966737,2.47614
-0.0624445,-0.135647,2.44529
-0.0403157,-0.57877,2.46138
-0.0221548,-0.932303,2.55535
-0.00935922,-0.966466,2.48392
-0.151893,-0.0492698,2.43827
-0.16224,0.00596634,2.48634
-0.170188,0.31873,2.47152
-0.171854,0.522501,2.42851
-0.373072,0.24064,2.4518
-0.605321,0.239645,2.35918
-0.805202,0.224181,2.28927
-0.867694,0.221283,2.25197
0.0159083,0.258186,2.51758
0.255897,0.239368,2.50223
0.464054,0.231269,2.47982
0.55822,0.229895,2.46044
-0.232552,-0.140714,2.40844
-0.233716,-0.582852,2.46474
-0.242173,-0.932576,2.54758
-0.229332,-0.966777,2.47614
-0.0624613,-0.135659,2.44528
-0.0403161,-0.578774,2.46138
-0.0221464,-0.932255,2.5553
-0.00933392,-0.966418,2.48387
-0.151905,-0.0492787,2.43823
-0.162259,0.00596961,2.48627
-0.170162,0.31875,2.47144
-0.171824,0.522521,2.42837
-0.373055,0.240658,2.45169
-0.605024,0.239499,2.3593
-0.8049,0.224188,2.28924
-0.871635,0.220886,2.25103
0.0159056,0.258155,2.51756
0.25593,0.239349,2.50219
0.464058,0.231251,2.47971
0.55825,0.229852,2.46039
-0.232559,-0.140716,2.40839
-0.233714,-0.582868,2.46472
-0.242185,-0.932595,2.54758
-0.229332,-0.966797,2.47614
-0.0624782,-0.135671,2.44526
-0.0403162,-0.578777,2.46137
-0.0221371,-0.932207,2.55525
-0.00930862,-0.96637,2.48382
-0.151916,-0.0492887,2.4382
-0.162276,0.00597183,2.4862
-0.170134,0.318768,2.47136
-0.1718,0.522542,2.42822
-0.373039,0.240671,2.45158
-0.604745,0.239339,2.3594
-0.804645,0.224196,2.28926
-0.875055,0.220571,2.25027
0.0159024,0.258127,2.51753
0.255914,0.239324,2.50215
0.46401,0.231254,2.4796
0.558238,0.229819,2.46035
-0.232567,-0.140718,2.40833
-0.233708,-0.582891,2.4647
-0.242199,-0.932605,2.54758
-0.229334,-0.966809,2.47615
-0.0624962,-0.135683,2.44524
-0.0403153,-0.578781,2.46137
-0.0221335,-0.932183,2.55521
-0.00929229,-0.966347,2.48379
-0.151927,-0.0492986,2.43816
-0.162293,0.00597404,2.48612
-0.170106,0.31878,2.47128
-0.171767,0.522553,2.42805
-0.373028,0.240682,2.45148
-0.604466,0.239161,2.35949
-0.804384,0.224198,2.28926
-0.877851,0.220319,2.24966
0.0158981,0.258104,2.51751
0.255851,0.239295,2.50211
0.463917,0.231266,2.4795
0.558176,0.229802,2.4603
-0.232574,-0.140721,2.40829
-0.233704,-0.582914,2.46468
-0.242219,-0.932603,2.54758
-0.229342,-0.96681,2.47615
-0.0625139,-0.135695,2.44522
-0.0403141,-0.578786,2.46137
-0.0221286,-0.93217,2.55517
-0.0092754,-0.966336,2.48375
-0.151937,-0.0493086,2.43812
-0.162309,0.00597715,2.48604
-0.170078,0.31879,2.47117
-0.17174,0.52256,2.42788
-0.373011,0.240677,2.45136
-0.603803,0.238664,2.35979
-0.803742,0.22424,2.28923
-0.879318,0.220246,2.24933
0.0158935,0.258082,2.51749
0.255765,0.239267,2.50207
0.463806,0.231283,2.47941
0.558085,0.22979,2.46026
-0.232579,-0.140725,2.40824
-0.233701,-0.582936,2.46466
-0.242247,-0.932589,2.54758
-0.229354,-0.9668,2.47615
-0.0625292,-0.135706,2.44521
-0.0403134,-0.578788,2.46136
-0.0221627,-0.931975,2.55508
-0.00928241,-0.966149,2.48367
-0.151948,-0.0493202,2.43807
-0.162325,0.00597928,2.48595
-0.170051,0.318799,2.47107
-0.171721,0.522563,2.42772
-0.372996,0.240665,2.45125
-0.603216,0.238196,2.36008
-0.803174,0.224253,2.28922
-0.869783,0.220531,2.25112
0.0158864,0.258061,2.51747
0.255671,0.23924,2.50205
0.463691,0.231308,2.47934
0.548366,0.231592,2.46135
-0.232584,-0.140729,2.40819
-0.233697,-0.582956,2.46464
-0.242259,-0.932596,2.54757
-0.229357,-0.966807,2.47615
-0.0625467,-0.135718,2.44519
-0.0403127,-0.57879,2.46136
-0.0222005,-0.931778,2.55498
-0.00929452,-0.96596,2.48358
-0.151959,-0.0493319,2.43802
-0.162344,0.00598289,2.48585
-0.170053,0.318799,2.47092
-0.171707,0.522564,2.42755
-0.372985,0.240645,2.45114
-0.602622,0.237678,2.36036
-0.80262,0.224256,2.28924
-0.863241,0.22065,2.25232
0.0158782,0.258043,2.51744
0.255571,0.239215,2.50203
0.463561,0.231349,2.47926
0.547274,0.231789,2.4615
-0.232589,-0.140735,2.40814
-0.233695,-0.582975,2.46461
-0.24227,-0.932603,2.54757
-0.22936,-0.966814,2.47615
-0.0625639,-0.13573,2.44517
-0.0403121,-0.578793,2.46135
-0.0222328,-0.931586,2.55488
-0.00930204,-0.965776,2.48349
-0.151972,-0.0493441,2.43798
-0.162366,0.00598673,2.48573
-0.170085,0.318791,2.47075
-0.171699,0.52255,2.42738
-0.372975,0.240624,2.45103
-0.602105,0.237221,2.3606
-0.802152,0.224281,2.28931
-0.858797,0.220742,2.25318
0.0158687,0.258026,2.51742
0.255418,0.23919,2.50202
0.463381,0.231395,2.47917
0.546735,0.231869,2.46157
-0.232594,-0.14074,2.40809
-0.233692,-0.582993,2.46459
-0.242281,-0.932608,2.54757
-0.229363,-0.966818,2.47615
-0.0625805,-0.135741,2.44514
-0.0403119,-0.578795,2.46134
-0.0222549,-0.931416,2.55478
-0.00930204,-0.965614,2.4834
-0.151986,-0.0493574,2.43793
-0.162392,0.0059904,2.48561
-0.170143,0.318772,2.47055
-0.171694,0.522534,2.42722
-0.372968,0.2406,2.45093
-0.601666,0.236827,2.36081
-0.801739,0.224315,2.28937
-0.855726,0.220809,2.25382
0.0158576,0.25801,2.5174
0.255267,0.239164,2.50202
0.463189,0.231459,2.47906
0.546706,0.231831,2.4615
-0.232599,-0.140746,2.40804
-0.23369,-0.583009,2.46457
-0.242302,-0.932575,2.54756
-0.229372,-0.966789,2.47614
-0.0625978,-0.135753,2.44512
-0.0403117,-0.578797,2.46133
-0.0222709,-0.931264,2.55469
-0.00929826,-0.965468,2.48332
-0.152001,-0.049373,2.43787
-0.16242,0.00599275,2.48547
-0.17021,0.318756,2.47033
-0.171696,0.522514,2.42707
-0.372962,0.240562,2.45082
-0.601264,0.236461,2361
-0.801352,0.224373,2.28944
-0.863306,0.22055,2.25234
0.0158453,0.257993,2.51738
0.255223,0.239168,2.50201
0.463133,0.231504,2.47897
0.547736,0.231638,2.46132
-0.232604,-0.140754,2.40799
-0.233686,-0.583024,2.46455
-0.242321,-0.932518,2.54756
-0.229378,-0.966735,2.47615
-0.062615,-0.135765,2.4451
-0.0403116,-0.578798,2.46133
-0.0222846,-0.931123,2.55461
-0.00929344,-0.965335,2.48324
-0.152016,-0.0493888,2.43782
-0.162447,0.00599577,2.48532
-0.170288,0.318733,2.47011
-0.171694,0.5225,2.42695
-0.37296,0.240514,2.45072
-0.600331,0.23606,2.36134
-0.800348,0.224564,2.28968
-0.867275,0.220485,2.25173
0.0158328,0.257976,2.51735
0.25525,0.239221,2.50196
0.463141,0.231547,2.47889
0.549356,0.231406,2.46124
-0.232608,-0.140763,2.40794
-0.233683,-0.583038,2.46452
-0.24234,-0.932454,2.54756
-0.229383,-0.966675,2.47615
-0.0626315,-0.135778,2.44508
-0.0403112,-0.5788,2.46132
-0.0223052,-0.931033,2.55453
-0.00929804,-0.96525,2.48317
-0.152031,-0.0494058,2.43777
-0.162473,0.00599718,2.48517
-0.170368,0.318704,2.46988
-0.171691,0.522491,2.42686
-0.372958,0.240465,2.45062
-0.599504,0.235723,2.36164
-0.799447,0.22473,2.2899
-0.870434,0.220438,2.25122
0.0158202,0.257959,2.51733
0.255259,0.239258,2.50192
0.46314,0.231586,2.47882
0.550719,0.231219,2.46115
-0.232612,-0.140773,2.4079
-0.233681,-0.58305,2.4645
-0.242342,-0.93243,2.54756
-0.229376,-0.96665,2.47615
-0.062648,-0.135792,2.44506
-0.0403112,-0.578802,2.46131
-0.022322,-0.931053,2.55444
-0.00929868,-0.965273,2.48309
-0.152044,-0.0494215,2.43772
-0.162496,0.00600058,2.48501
-0.170435,0.318686,2.46968
-0.171688,0.522482,2.42677
-0.372958,0.240416,2.45053
-0.599623,0.235804,2.3614
-0.79952,0.224684,2.29002
-0.877536,0.219704,2.25022
0.0158081,0.257944,2.51731
0.255254,0.239278,2.5019
0.46313,0.231619,2.47878
0.551783,0.231074,2.46108
-0.232615,-0.140783,2.40785
-0.233677,-0.58306,2.46448
-0.242336,-0.932453,2.54755
-0.229358,-0.966677,2.47615
-0.0626611,-0.135803,2.44504
-0.0403114,-0.578803,2.4613
-0.0223374,-0.931113,2.55434
-0.00929811,-0.965335,2.48299
-0.152056,-0.0494374,2.43767
-0.162515,0.00600478,2.48485
-0.170497,0.318669,2.46947
-0.171687,0.522474,2.4267
-0.372961,0.240364,2.45044
-0.600126,0.2361,2.36089
-0.799971,0.224534,2.29014
-0.882992,0.219054,2.24949
0.0157954,0.257929,2.51729
0.255277,0.23932,2.50187
0.46315,0.231667,2.47873
0.55285,0.230948,2.46101
-0.232618,-0.140794,2.40781
-0.233672,-0.583074,2.46447
-0.242267,-0.932418,2.5476
-0.229266,-0.966641,2.47621
-0.0626732,-0.135815,2.44503
-0.040312,-0.578805,2.46129
-0.0223504,-0.931189,2.55424
-0.0092964,-0.965413,2.4829
-0.152067,-0.0494529,2.43762
-0.162532,0.00600766,2.48469
-0.170557,0.318656,2.46931
-0.17169,0.52247,2.42663
-0.372967,0.240314,2.45036
-0.599418,0.236196,2361
-0.799239,0.224567,2.29057
-0.884738,0.218887,2.24926
0.0157822,0.257915,2.51727
0.255285,0.239343,2.50185
0.463165,0.231755,2.47868
0.553649,0.230862,2.4609
-0.23262,-0.140806,2.40777
-0.233663,-0.583088,2.46445
-0.24219,-0.932361,2.54767
-0.229167,-0.966582,2.4763
-0.0626834,-0.135825,2.44501
-0.0403127,-0.578808,2.46128
-0.0223607,-0.931287,2.55417
-0.00929352,-0.965513,2.48284
-0.152077,-0.0494679,2.43758
-0.162547,0.00601201,2.48453
-0.170614,0.318644,2.46913
-0.171691,0.522456,2.42657
-0.372974,0.240262,2.45029
-0.598779,0.236233,2.36117
-0.798582,0.224611,2.29094
-0.885877,0.218789,2.24913
0.0157702,0.257906,2.51725
0.255273,0.239355,2.50185
0.463138,0.231815,2.47863
0.554141,0.230796,2.46083
-0.232621,-0.140818,2.40773
-0.233658,-0.583101,2.46443
-0.24212,-0.932299,2.54775
-0.229077,-0.966518,2.47639
-0.062693,-0.135835,2445
-0.040316,-0.57881,2.46126
-0.0223606,-0.931321,2.55412
-0.00928402,-0.96555,2.48279
-0.152087,-0.049482,2.43753
-0.16256,0.00601718,2.48438
-0.170667,0.318635,2.46898
-0.171696,0.522445,2.42652
-0.372984,0.240209,2.45022
-0.598033,0.236242,2.36141
-0.797836,0.224704,2.29143
-0.886304,0.218779,2.24916
0.0157585,0.257897,2.51723
0.255245,0.239361,2.50184
0.463099,0.231868,2.47859
0.554495,0.230749,2.46078
-0.232623,-0.140829,2.4077
-0.233652,-0.583111,2.46441
-0.242074,-0.932242,2.54781
